,interview,actual_result,expected_result
924,"We are happy to have won the game against a very strong team. We had problems in the first half, but we were patient and controlled. We are happy to have won the game against a very strong team.",regular win,regular win
925,"It was an incredibly important win for us and a good day for us. The first half was really good, we didn't get into the game well, but we did well after the break. We had a lot of control over the game, so we had to take the lead. The win is deserved, the boys really deserve it.",regular win,regular win
926,"I'm happy that we finally made it onto the pitch. We didn't allow much, but we could have scored the goal or were able to turn the game around.",regular win,regular win
927,We are very satisfied with the three points. It was an even game. The win is very important.,regular win,regular win
928,We are very satisfied with the three points. We had the chance to take the lead and had the chance to make it 3-1. The team showed a reaction. We are very happy with the win.,regular win,regular win
929,The game was very exciting for me. We had the opportunity to take the lead and we were very dominant in the first half. Then the second half was different. I'm happy that we are now behind by three points.,regular win,regular win
930,"We are happy with the win and the way we performed. We had more control in the first half, then Leverkusen could have taken the lead.",regular win,regular win
931,It was a tough game. We didn't get into the game well. We didn't get into the game well. We didn't get into the game well. We didn't get into the game well. We didn't get into the game well. We didn't get into the game well. We didn't get into the game well.,regular win,regular win
932,We had to accept a lot of blows in the neck. The 1: 1 was very important. We did very well in the second half and were well served with the 1: 2.,regular win,regular win
933,"We had a good plan and had to be patient. But then we lost our conviction because we didn't defend intelligently. In the end, it's okay that we won, but we have to live with the point.",regular win,regular win
934,"I'm really happy about the first 20 minutes, but also about the second half. We had problems with the transition game, which unfortunately does not go as smoothly as we did in the first half. We didn't do well in the second half. After the break we had the opportunity to make it 2-0. It was a great start for us and we were prepared for that.",regular win,regular win
935,"The first half was pretty good. We had good control in the first half, then the second half was pretty good.",regular win,regular win
936,We had to put in a lot of effort to score the second goal. But we did it really well.,regular win,regular win
937,"It was a very important win for us. It was also important that we remained patient. We had a lot of possession in the second half, but didn't allow much. We didn't do the simple things that we need to do offensively. The 2-0 win was very important.",regular win,regular win
938,"It was a very difficult game for us. It was a well-deserved victory. It's a great win for the entire season, even if the team does not make the whole thing count. It's a very, very important win for us.",regular win,regular win
939,It was a very intense game from both teams. The goal difference was very big. The team fought and defended well. We played very well forward and defended well.,regular win,regular win
940,"The first half was really good, the second half was a bit like it was in the first half. It wasn't easy for Augsburg, but we did well. We didn't let any play pass, and we didn't let anything go. We deservedly won the game.",regular win,regular win
941,"We played a really good game today, especially in the first half. We didn't let the ball pass well, but then we found it difficult and Leverkusen had the ball.",regular win,regular win
942,We played a really good first half. After half-time we were a bit too passive and Freiburg got better.,regular win,regular win
943,"We are extremely happy. We are very happy about the three points. We were the more dangerous team in the first half. We had the chance to equalize, we had the opportunity to make it 2-0. In the end we deserved to win.",regular win,regular win
944,"We had a lot of control in the first half, but we didn't allow much. We were very good at the game, but we should have defended more precisely. The second half was good, but we're missing the last pass. We're still in the learning process, but I'm happy with the point.",regular win,regular win
945,It was a tough game. We played a very good game. But I can't blame the boys. We have to be more patient. We have to get better every day.,regular win,regular win
946,"The win was very important. It was an important win in which we succeeded. It was very important that we didn't allow any real mistakes. We didn't do well today. We are very happy with the win, but we can't say more than that.",regular win,regular win
947,"It was a difficult game. We had a lot of possession and created scoring chances. I think the victory was deserved. The second half was better, the team was stronger. The 1-0 win was very important.",regular win,regular win
948,"We are very happy with the win, we were very efficient in our assignment and we created good chances. The 2-0 win was very important, we created a lot of chances.",regular win,regular win
949,"We were a bit lucky in the first half, but we didn't make it through the phases. After half-time we were very dominant. We didn't allow a lot of chances, we played bravely and created scoring chances.",regular win,regular win
950," We were a little lucky with the first two chances. We were lucky with the second and third chances, which were incredibly helpful. I am very satisfied with the performance of my team.",dominant win,regular win
951, It was an extremely difficult game. We knew that the chances were there to take us to the next level. That was a good performance by my team. It was a great performance by my team.,dominant win,regular win
952, The win is absolutely deserved. The team did very well in the first half and then in the second half.,dominant win,regular win
953, We were the better team for over 90 minutes. After the break we were in the game and had two good chances. We didn't get into the game well.,dominant win,regular win
954, We are very happy with the three points. It was a very competitive and exciting game. The way the players worked was sensational. We had the luck we needed today and want to continue our streak of success in the next three games.,dominant win,regular win
955, It was a very exciting game for the audience. It was also a great start to the second half of the season with three wins.,dominant win,regular win
956," It was a great first half for us and a great opportunity for us to make history. We are happy that we were able to finally land this victory. It is a very, very important victory for us. We are happy that we are finally able to move on with a second half of the season.",dominant win,regular win
957," It was a very difficult game. It was difficult for us to find the gap in the first half. The second half was even. After that we were just too passive. In the end, it's a deserved victory.",dominant win,regular win
958, It was an exciting game with ups and downs. The team showed their commitment in the first half. We had problems connecting and were then dangerous on the counterattack. We were the superior team for over 90 minutes.,dominant win,regular win
959, The win was very important to us. We knew about the strength of Eintracht and were very present at the front. We had a great demeanor and we deserved the win.,dominant win,regular win
960, It was an incredibly difficult game. We had the opportunity to make it 2-0. We didn't want to get into the game as well as I could. The 0: 1 was very annoying. We were a little too nervous. It's a shame we weren't rewarded.,dominant win,regular win
961," I am very satisfied. It was a very, very cohesive team effort. The win was deserved.",dominant win,regular win
962," We played very well in the first half, but then unfortunately we didn't make it through the duels. After that we got better and deserved to win. The win is deserved at the height.",dominant win,regular win
963," We were very dominant at the beginning, but then unfortunately we didn't make it through the duels. In the second half we were more dominant, but then unfortunately we didn't make it through the duels. In the end it's okay, we're over the moon that we're still undefeated, but we can't explain it.",dominant win,regular win
964, It's a very special feeling. The guys did a really great job. We didn't let anything get burned down. We had to go to the limit of our possibilities and score the goals.,dominant win,regular win
965, We played a really good game today with a lot of scoring chances. We didn't get into the duels well and had to defend the set piece very well. We didn't do well on the offensive and in the second half we weren't brave enough.,dominant win,regular win
966, We are very happy about the three points. We had a good first half and were able to use our advantage in the second half.,dominant win,regular win
967, It's a very important victory for the team. We were very good at the game and we could have scored the second goal.,dominant win,regular win
968," It's great to see how we came back after falling behind. The second half was better, but overall I'm very satisfied. I think we did well in the first half.",dominant win,regular win
969, It was a great win that the boys really deserve it. We had the opportunity to take the lead and were able to put a lot of pressure on. It was important to keep calm. The boys also played bravely forward and could have led 2-0 or 3-0. We're proud of the boys' mentality.,dominant win,regular win
970, We are very satisfied. We are satisfied. We are very satisfied.,dominant win,regular win
971," We are of course happy with the first half, but also because we were very good at the game of transition. It's a very, very important victory for us. We are happy that we won the opening game.",dominant win,regular win
972, We are very happy with the three points. We are now fully focused on the next games.,dominant win,regular win
973, We are of course very satisfied. We had a great start to the second half. After that we were really good at the game.,dominant win,regular win
974," We are extremely satisfied. We didn't get into the game well, we were too passive. In the end we got a lot of goals, which is very nice.",dominant win,regular win
975, It was an exciting game with ups and downs. We were very well organized and had good control of the game. The team brought the atmosphere of the stadium with them. The team brought the atmosphere of the stadium with them. The team brought the atmosphere with them.,dominant win,regular win
976, We are very happy with the result and the way we play. I am very happy with the way we play. We are very happy with the way we play. I am very happy with the way we play.,dominant win,regular win
977," It was an extremely difficult game. It wasn't easy. In the end, I am satisfied. We have set a new record, but we can't go into the break with no points.",dominant win,regular win
978," It was a very difficult game. The first half was very good, the second was better. It's a very, very important win for us. We're happy that we were able to take a point with us.",dominant win,regular win
979, It was a great performance by my team. The guys did everything right for over 90 minutes. It was a really good performance by my team.,dominant win,regular win
980," We played a very good first half, then we should have taken the lead. After the break we made the game more open and created scoring opportunities. We were the more dangerous team for over 90 minutes.",dominant win,regular win
981, I am very satisfied with the result and the way we performed. We had a lot of control in the first half and created scoring chances. I am very happy with the three points.,dominant win,regular win
982," We are very happy with the three points. We did well at the beginning, but then we missed the last pass. We were also a little lucky in the crucial situations, but we still managed to put Gladbach under pressure in the end. We were also lucky in the crucial situations, but we still managed to put Gladbach under pressure in the end.",dominant win,regular win
983," It was a very intense game with lots of speed, determination and determination. It was a very difficult game. In the second half we were very aggressive. It was important that we played well together and that we played well together.",dominant win,regular win
984, It was a very exciting game. We had the necessary amount of luck that you need in order to win games. That was an important victory for us.,dominant win,regular win
985," We played a very good first half. The first half was definitely not good, but we had a lot of possession. In the second half we had more access and also had the better chance to score. We were very good at the game.",dominant win,regular win
986," It was a difficult game. It was very, very difficult for us to get into the game. The guys gave everything, but we didn't take our chances. We were a little lucky in one or the other situation.",dominant win,regular win
987," We were very, very good at the game. We had the ball through a lot of physicality and we had the physicality. The 2-0 win was a nice and important win for us.",dominant win,regular win
988, We were very well organized and we were efficient in the first half. But we had a lot of room for improvement. It was important that we scored the goals ourselves.,dominant win,regular win
989," We played a good game, defended well and defended well. We were a little lucky at the beginning, but then the ball fell out of the blue.",dominant win,regular win
990, We are very happy with the win. It was a very important win for us. It was a well-deserved win. We are very happy with the way we performed.,dominant win,regular win
991, It was an exciting game for both teams. We had good control of the game and created a lot of chances. We were lucky with one or two shots from the post. We are happy to take this win with us to Düsseldorf.,dominant win,regular win
992, We are of course very happy with the three points. It was important that we kept calm and stayed patient. The victory is very important. We are happy that we scored four points with a game like this.,dominant win,regular win
993, We had a very good start and had a great mentality in the first half. After the break we were in the game and we scored the goal. It was a nice performance for me.,dominant win,regular win
994," We are very satisfied. We didn't get into the game well in the first half, we didn't do well in the second half. We didn't do well in the second half, we didn't do well in the third. I am very satisfied.",dominant win,regular win
995," We are very happy with the three points. We did very well in the first half, but we didn't have the precision to score the second goal. The win is deserved, the boys did a great job.",dominant win,regular win
996," We are very happy about the three points. They were two too few. It was a great start for us. The second half was very good, we scored the goal at the right moment.",dominant win,regular win
997, I am extremely happy with the game. We played a really good game. We had good ball safety and had good access to the game. We were really good at the game. We had to score the second goal and then the third.,dominant win,regular win
998," We are very happy about the three points. It was an even game, we dominated the ball very diligently. We were always wide open, we could have scored one or two goals. We had a lot of control in the second half, but overall we were very well organized and created scoring opportunities.",dominant win,regular win
999, It was a very difficult game. The guys did everything for over 90 minutes. It was a great performance for my team. We are now back with a lot of points. We are in a difficult situation.,dominant win,regular win
1000," I'm disappointed, we didn't get into the game well. The 0: 1 was too high, we didn't get into the game well enough.",dominant loss,dominant win
1001," It was a game with a lot of power, we had enough chances to take the lead. We had the luck we needed to win the game. It was a very, very cohesive team effort.",dominant loss,dominant win
1002, We are disappointed. The disappointment is enormous. We didn't play a good game.,dominant loss,dominant win
1003," We are disappointed, we had a lot of control in the first half. But we didn't manage to keep up with the pace. In the second half we didn't play well, but we could have won the game.",dominant loss,dominant win
1004," It's a very bitter defeat. The first half was okay, we lost to an opponent who was very good at football. The second half was okay.",dominant loss,dominant win
1005," We are disappointed. We played a good away game. It was a good performance, even if you could see that we were on par with Bayern.",dominant loss,dominant win
1006, We didn't get into the game well in the first half. In the second half we did well. We had the chance to score and we didn't have the last conviction. In the end we are disappointed because we didn't win the game.,dominant loss,dominant win
1007, It's not undeserved that we lose to such a good team. I am very happy that we have finally rewarded ourselves. It was an extremely difficult game. We wanted to win the game.,dominant loss,dominant win
1008, I am very disappointed. We had too many draws. That was a catastrophe. I am very disappointed.,dominant loss,dominant win
1009," It was a deserved victory for Wolfsburg. We had a good structure and had good access. The 1-0 gave us a little stability. We weren't that good defensively, we weren't that good defensively.",dominant loss,dominant win
1010," I am very disappointed. We had a lot of possession in the first half, but didn't take advantage of the opportunities. We had a lot of possession, but didn't take advantage of the chances. In the end we deserved to lose.",dominant loss,dominant win
1011, We were too passive. We had too many ball losses. It's not easy to lose a game like this. We have to go into the break with a 1-0 draw. We were also too passive.,dominant loss,dominant win
1012, We had too many chances and couldn't get into the game. But we did it really well. We are disappointed.,dominant loss,dominant win
1013," I am very disappointed with the result. We didn't have the mental freshness to do the simple things ourselves. We didn't have the mental punch, the flow of the game wasn't right. We have to get better at it.",dominant loss,dominant win
1014," We were very well organized and created scoring opportunities. Unfortunately, we were also too passive in the crucial situations. In the end, we lacked courage and determination.",dominant loss,dominant win
1015, We played a good game and were able to keep the momentum up. It was important to make sure that we remained patient. We didn't allow much in the second half and had three chances. The victory is deserved.,dominant loss,dominant win
1016, It was a strange game. We had little access and didn't have a good structure. In the second half we had a lot of possession and could have taken the lead.,dominant loss,dominant win
1017," We played a good first half with a lot of power and had good access. In the second half we got better access to the front. After conceding the goal, we got a little more control and deserved to win.",dominant loss,dominant win
1018," We played a good game with a lot of possession and we had good moments of transition. We were too passive in our heads, we were too passive. We had to work our way back, we were too passive.",dominant loss,dominant win
1019," It was a deserved victory for Leipzig. We didn't play well together, we didn't get into the duels well, we weren't good enough to defend.",dominant loss,dominant win
1020," I am disappointed that we lost to a very good opponent. It was an absolutely important victory for us. We didn't allow much, except for the slightest bit. I'm very sorry for the team, but I'm very sorry for the fans.",dominant loss,dominant win
1021," We were clearly the better team for over 90 minutes, but we couldn't match the performance of the entire season. We didn't play well together and were not consistent enough.",dominant loss,dominant win
1022, We didn't play a good game. It wasn't good enough for us to win the game.,dominant loss,dominant win
1023," We didn't do what we set out to do today. We wanted to play a lot better, create opportunities and create scoring chances. We have to work on that. We are disappointed. It's a shame because we didn't get anything countable for the team.",dominant loss,dominant win
1024," We were a little lucky in the first half. The 1-0 opened the game for us, we had the will. In the second half we didn't get the precision we need.",dominant loss,dominant win
1025, It was a very difficult game for us. In the first half we were very compact and compact. Then we had too many counterattacks.,dominant loss,dominant win
1026," It was a very intense game. We had good control of the game and we could have led 2-0. The 2-0 for us was too easy. The 1-1 for us was a bit of a killer. We then score a second goal with a bit of luck, but then we didn't defend that much.",dominant loss,dominant win
1027, We did very well in the first half and were well prepared for the counterattack. After the break we had the feeling that we had to take something with us. We are disappointed that we didn't score.,dominant loss,dominant win
1028," I think we deserved to win. We had good ball safety, good control and we were very effective in the second half. It's a shame we couldn't take anything with us.",dominant loss,dominant win
1029, We didn't get into the game well in the first half. After half-time we got better and better into the game. We have to accept the defeat.,dominant loss,dominant win
1030," It was a very intense game. We had good control and we were very powerful in the duels. After the 1-0 win, we were in a good mood and created scoring opportunities. We had a lot of control over the game, but the win was deserved.",dominant loss,dominant win
1031, We are very disappointed with the result. It was a game that could have been more equitable. The 0: 0 was very unfortunate for us. But I'm proud of the guys.,dominant loss,dominant win
1032," It's a deserved victory for us, we have to stay firmly in the middle of the field. We have to be more consistent. The bottom line is that we are satisfied with the 1-0 win, which we clearly showed in the last home game against Gent.",dominant loss,dominant win
1033," We are disappointed, but also because we didn't get what we set out to do. That was a difficult game for us, we had little access. We had a lot of possession and created a lot of chances. The goals were too easy, we were too deep in the second half.",dominant loss,dominant win
1034, I'm disappointed. We didn't take anything with us and we weren't good at football. I'm disappointed. We didn't win the game because we didn't defend well together.,dominant loss,dominant win
1035," I'm happy that we won the game. We didn't let the ball pass badly, but we did better in the second half.",dominant loss,dominant win
1036," We have to be satisfied with the game against the ball, we didn't do that. The only positive thing is that we don't have to explain anything. We were too passive in the first half, then we didn't defend intelligently. We were too passive in the second half.",dominant loss,dominant win
1037," We did not play well in the first half. The second half was better, but we should have played better. The 1-0 was too easy. The 2-0 was too easy, but the 3-0 was too easy.",dominant loss,dominant win
1038, We were a little lucky in the first half. But then we didn't take advantage of our great positional play and didn't use the rooms we had. The 1: 1 was a bit too heavy a mortgage. The team's mentality after the defeat was great. We have to keep believing in ourselves until the end.,dominant loss,dominant win
1039," It was a deserved victory for Augsburg. It's a very important win for us. It's not about performance, it's about character. We have to be patient and stay patient.",dominant loss,dominant win
1040," We didn't get into the game well, but I think we did better in the first half. We were lucky that we didn't take the lead, but we deserved to lose. We had more possession and had more possession.",dominant loss,dominant win
1041, We were very well organized and played well. We didn't have to worry about our individual quality. We played well forward and were very brave. We are very disappointed.,dominant loss,dominant win
1042," We have to take the right approach now and look forward to next week, especially if we have to win the game against Hoffenheim.",dominant loss,dominant win
1043, We didn't get into the game well. We didn't get into the game well. We weren't good enough as a team to be in the European Cup.,dominant loss,dominant win
1044," We were a little lucky in the first half. We didn't have the punch, but then we had the ball. We had the chance to make it 2-0, but the crux of the matter was the 0-1. We have to accept the defeat.",dominant loss,dominant win
1045," We did well in the first half and then in the second half. We did better in the second half. It is very, very disappointing to us that we didn't score a goal.",dominant loss,dominant win
1046," We are of course disappointed because we have failed. We are not satisfied with the result, we simply did not get what we wanted.",dominant loss,dominant win
1047," We have to be satisfied with the result. The second half was better, but we didn't have the punch. In the end we were too open.",dominant loss,dominant win
1048, We have to be satisfied with the result and the game. We had good access and were able to take the lead. But the second half was better. It's not an easy task.,dominant loss,dominant win
1049," It's a bitter defeat, it's a shame. We had a good game and had good access in the first half.",dominant loss,dominant win
1050," It was a tough game with a lot of possession and a lot of possession. We got into the game really well and were able to counter them very well. After conceding a goal that was a little too high, we got a little more control and played a good game again.",regular loss,dominant win
1051," We are disappointed with the result. We had our chances, but unfortunately we didn't take them. In the end, of course, we were lucky that we weren't able to take them with us.",regular loss,dominant win
1052, We are of course disappointed. We didn't have the punch and the opponent was far too aggressive. The 2-0 was a gift in the end. We were the happier team for over 70 minutes.,regular loss,dominant win
1053," We had the necessary luck and the mentality. But we did it very, very well. We have to be patient. That was the crux of the matter. The win was deserved.",regular loss,dominant win
1054," It was a deserved defeat. We played a very good game. We had good access, we had good access in the first half.",regular loss,dominant win
1055," We had a really good first half with a lot of speed and determination. But we weren't good enough in the second half with the ball. We didn't do that well. The 2: 1 was a bit too high, we have to go on like that. We have to get better at that.",regular loss,dominant win
1056, I'm disappointed. We didn't play a good game. We didn't play the game that we wanted to play. We were a little lucky in the first half. We had two or three good chances. It's a shame we couldn't take anything here.,regular loss,dominant win
1057," It was a tough game, but we fought. It's not easy today. We played a very, very good game.",regular loss,dominant win
1058," We were too imprecise in our game, we didn't have the mental freshness to take risks. The only real positive thing is the 1: 1. We are still in the race, but we are not yet 100 percent sure of it.",regular loss,dominant win
1059," We played a good first half, then we should have gone to the break with a 1-1 draw. We did very well in the second half and deserved to win.",regular loss,dominant win
1060," We had good control in the first half and then we got into the game well. In the second half we had a bit more control, but then we got more access. In the end we didn't win undeservedly, but we have to keep believing in it and that's why we're down.",regular loss,dominant win
1061," It's a deserved victory. It's a deserved victory for Augsburg. We didn't allow much, especially in the first half. We didn't defend well forward and let Augsburg go.",regular loss,dominant win
1062," We had too many chances to score. After falling behind, I thought we were in the air. The second half was better, but it wasn't easy.",regular loss,dominant win
1063," We were very, very happy with the first 20 minutes, but we didn't take the lead. After the break we changed and had two hundred percent chances to score. After that we weren't that happy with the second half, but we were very clear in the second half.",regular loss,dominant win
1064," I am satisfied with the performance of my team, and the mentality of the team. We were lucky in one or the other situation, but also lucky in two or three situations. We have to stay on top.",regular loss,dominant win
1065, We played very well and had good access. It was very difficult for Freiburg. We were in a difficult situation.,regular loss,dominant win
1066," I think we played a good game today. It was very, very thoroughbred. We had very good ball safety and had good access. In the end, we have to accept the defeat.",regular loss,dominant win
1067," I am very satisfied. The team did very well, even if we had played against the ball in the first half. It's a very, very important win for us.",regular loss,dominant win
1068," It was a very difficult game. We had big plans in advance. After the 0: 1 the door was open. After the break we switched to three classes: physicality, which made things easier. The 1: 2 was the crux of the game. We had to score the second goal and then we were a little too sloppy.",regular loss,dominant win
1069," It's a deserved victory for Hoffenheim. We didn't play well in the first half, we didn't have enough punch and we weren't brave enough.",regular loss,dominant win
1070," I think we were the worse team in the first half. After the break, Hoffenheim processed the mail. We were a little too passive. We were too passive, we didn't defend intelligently. Hoffenheim were more efficient in the duels.",regular loss,dominant win
1071," We are of course disappointed with the result. It was a very, very difficult game. The 1-0 win gave us wings. We had problems with the timing, but the guys played bravely and defended well.",regular loss,dominant win
1072," We got into the game well and had good access in the first half. After half-time we made it 2-0 through Mario Gomez. After the break, we made the third and fourth goals, which we conceded at a much quicker time.",regular loss,dominant win
1073," It's not easy for a team like FC Köln. We were the better team for 60 minutes, then it was tough. After the break, I said to myself, 'I can't explain anything.' It's not easy to explain something like that. We were the better team for 60 minutes, then it was tough. We are the better team for 60 minutes, then it was tough.",regular loss,dominant win
1074, I am disappointed that we lost. It was an incredibly important victory for us. We had to play with the ball more consistently and with fewer corners. We have to accept that.,regular loss,dominant win
1075, I'm very happy with the game and the way we played. We had good access in the first half and were well served with the second. But we weren't good enough with the ball and were far too passive in front of goal.,regular loss,dominant win
1076," We were lucky in one or the other situation, we had more access. We were also lucky that we didn't lose the ball.",regular loss,dominant win
1077," We had problems for the first 20 minutes, then we got in well. Then we got the penalty before half-time and had a great opportunity. The penalty kick was too easy, then the 0: 2 falls.",regular loss,dominant win
1078," We didn't play a good game in the first half. After that we weren't good, we played too slowly, too slow, too much backwards.",regular loss,dominant win
1079, It's not a nice feeling to lose against such a team. We didn't deserve to lose. We were too passive.,regular loss,dominant win
1080," It was a difficult game, we were too passive, we didn't fight back. I don't blame the team for anything, they played the game right up to the penalty area. But the guys did a great job.",regular loss,dominant win
1081," It was a very intense game. We were very aggressive in the first half, creating opportunities. We had good access and had a good grip. In the second half we switched to diamond. In the end, the win is deserved, even if the defeat was deserved.",regular loss,dominant win
1082," We got into the game really well and made a lot of wrong decisions. The first half was very wild. We had two good chances. After the break, it was over. We got the win through the first half really well.",regular loss,dominant win
1083," It was a very difficult game, especially in the first half. We had two set pieces and then we got the 0: 1 out of the best possible order. We have to work on that.",regular loss,dominant win
1084," It was a deserved victory for Augsburg. We didn't have the security in the rooms, the controls. The 1-0 is not enough.",regular loss,dominant win
1085, We had to be patient. It was a difficult game for us. In the first half it was a game of chess. We had no chance. The penalty kicked us in. We were too passive in the second half. We didn't defend properly. The 0: 1 was a bit too easy.,regular loss,dominant win
1086," It was a difficult game. We didn't allow anything, but we had everything under control and were very well organized. We have to be much smarter than that. We can't take away the point.",regular loss,dominant win
1087, We had a lot of control in the first half and we didn't want to take advantage of our chances. We weren't sure of the ball enough and didn't have the punch. We weren't good enough at the front. We have to learn from this and keep applying it as it goes.,regular loss,dominant win
1088, We did pretty well in the first half and had a great chance to score. But we didn't take advantage of the huge chances to score. In the second half we didn't take advantage of the incredible number of chances we had in the second half. We were too imprecise in our front line and didn't defend with enough courage.,regular loss,dominant win
1089, We had problems in the first half. In the second we didn't defend well and allowed too many set pieces. In the end we deserved to lose. We are disappointed that we can't take anything with us.,regular loss,dominant win
1090," We had good control in the first half, but unfortunately Düsseldorf didn't have a good grip on the game. We had good access and then we are not satisfied.",regular loss,dominant win
1091," We are disappointed with the result. We didn't defend well together, especially in the second half. We didn't have enough punch in the back.",regular loss,dominant win
1092," We did very well in the first half, but didn't take our chances. After the break we made it 2-0. That's annoying. The goalkeeping error gave us a break. We're disappointed.",regular loss,dominant win
1093, It's not a nice situation for me to have to comment on this game. The way we played before and after the break is not correct. It's not okay for me to say that we have to stay awake every night. The team is doing very well. We can continue to build on this.,regular loss,dominant win
1094," It's a shame that we weren't able to take the lead in the first half. After that, we were too passive and lacked the confidence to do anything. We were too passive and too passive. We have to live with the point.",regular loss,dominant win
1095," I am very disappointed. We didn't play well together, but we did better in the second half. In the end we didn't win the duels, but we definitely deserved a point.",regular loss,dominant win
1096, We played a very good first half and had good access in the second half. We were able to keep up with the pace. We were lucky in one or the other situation.,regular loss,dominant win
1097, It's a deserved victory for us. We're not going to let this game burn us out.,regular loss,dominant win
1098," I am very satisfied with the team’s performance. We had good control in the first half and then lost the thread. In the end, we are very happy that we were able to take three points with us.",regular loss,dominant win
1099, It's a deserved victory for the team. We played a very good first half. The second half was even. It was a very difficult game. We had two big chances in the second half.,regular loss,dominant win
1100,We did a great job. We had good control of the game and were then lucky. We are very happy with the point.,tie,dominant win
1101,"It was a game where both teams tried to play forward. The team tried to play forward, but unfortunately no result.",tie,dominant win
1102,"We were lucky in one or the other situation. But we were also lucky in the other situation too. In the end, we were lucky with the chance to win.",tie,dominant win
1103,I am very satisfied with the result and the performance. It was an open game with both sides. Both teams wanted to win and both teams wanted to win.,tie,dominant win
1104,"We are disappointed. We weren't good in the first half, then it was Schalke. It was difficult to create scoring opportunities. It was a difficult game. We weren't brave enough when it came to counter-attacks. It's a shame we didn't reward ourselves.",tie,dominant win
1105,"It was a very intense game with a clear dominance in the first half. We had a lot of possession, especially in the first half, but we were still a bit lucky in the end. In the end, we deserved to win.",tie,dominant win
1106,"We did well, even after the 1-0 win, we had good control of the game and had a good grip. We didn't have to worry about the draw either, it was clear to me that if we scored the game it would be a very, very difficult opponent.",tie,dominant win
1107,I'm happy with the point. It was important to us to win the game and to defend. The bottom line was that the draw was okay.,tie,dominant win
1108,"We got into the game well, had access and were able to counterattacks very well. We were also very good at the back in the second half.",tie,dominant win
1109,"We were clearly the better team in the first half, but we were also lucky. We weren't the worse team. In the end, I'm proud of the guys.",tie,dominant win
1110,"It was an extremely difficult game with a clear dominance in the first half. We didn't get the ball out of the penalty area well and made it difficult for Gladbach. We had to work our way into the second half, but then we missed the last pass. We didn't play as hard-working as we would have liked.",tie,dominant win
1111,"We had the opportunity to win here. We played a good game, defended well and with courage. We have to keep looking good.",tie,dominant win
1112,I think we saw a good football game today with good moments. We were lucky in one or two situations. We have to be particularly effective in our situation.,tie,dominant win
1113,We played a very good first half and deservedly won. But we did a lot better in the second half. We are of course satisfied with the point.,tie,dominant win
1114,"I'm very happy with the game and the performance. We did well in the first half, but we didn't allow many chances and allowed very little. The win is deserved.",tie,dominant win
1115,I am very satisfied. It was a well-deserved win. We had good control of the game. We didn't get into the game well in the first half. We played a good game and should have won there too.,tie,dominant win
1116,"We got into the game well and defended well. We didn't have the punch, the ball ran better than we imagined. The 1-0 win was very important.",tie,dominant win
1117,"It was an extremely difficult game for us. The first half was very wild. We had to make the right decision in the first half. In the end, I'm very satisfied.",tie,dominant win
1118,It was a tough game with a clear dominance over long balls and the ball. The team implemented that well. The goal was certainly a sticking point. It was a good performance for us. We can now go into the winter training with a lot of pressure and uncertainty.,tie,dominant win
1119,"We had a very good first half. The second half was better, but we were lucky in the end. I am very happy that we won the game.",tie,dominant win
1120,We have a lot of work to do. We are learning and are learning fast. We have to be consistent. We have to be consistent. The goals we're missing now are to get the points. We don't want to go into the break empty-handed. We want to be effective.,tie,dominant win
1121,"We played a very good game, especially in the first half. After the break we were in the game and made it very difficult for us. It's very, very important to score a goal.",tie,dominant win
1122,"It was a game with two different halves. The first was better, but we weren't sure of the ball enough. In the second half it was more open and stronger. We had more possession, more courage and would have deserved a point.",tie,dominant win
1123,We played a good first half and created a lot of chances. But the goalkeeping error made it difficult for us. We had to work our way back and forth.,tie,dominant win
1124,"I'm very happy about the three points. We didn't allow much and we didn't let the ball pass well. But overall, the win is okay.",tie,dominant win
1125,I'm happy that we played to zero and that we played to zero again. We were lucky there. We were good at the game and had good moments in which we were in total control.,tie,dominant win
1126,"I'm very happy with the point. We had a lot of control in the first half and created a lot of chances. We weren't that good defensively, but we did better after the break.",tie,dominant win
1127,"I'm not satisfied. It was a very intense game with a lot of intensity, lots of switching behavior. We had a lot of possession, but we weren't as determined as we were at the beginning. It's very disappointing for us, we were the happier winner.",tie,dominant win
1128,It was an exciting game for us that we had to put in so much effort. We knew that it would be difficult to get into the game in the first half. We didn't do well in the second half and in the end we deserved to take the lead. We were lucky that the gap was not so wide.,tie,dominant win
1129,I think the point is well deserved. We were too passive in the first half. We were very passive in the second half. We weren't good at the game.,tie,dominant win
1130,"We played a really good game today with a lot of aggressiveness, which we are very happy with. The 1: 1 was too high and too heavy a mortgage.",tie,dominant win
1131,"We were the better team for 90 minutes, then we got a lot better. We had a lot of possession and were dangerous in the duels. We had a lot of possession in the second half, but we couldn't get the second and third goals. We are happy to take the three points with us to Nürnberg.",tie,dominant win
1132,"We had to play a lot better in the first half. We didn't do that well, we were too sloppy and didn't have a good grip on the ball.",tie,dominant win
1133,"I am very satisfied with the game and of course the point. We didn't have the security in the rooms, so we weren't good at the game. I am very satisfied with the start and the end of the game.",tie,dominant win
1134,"We were lucky with the chance to win in the end. The first half was certainly not good, we didn't manage to get the goal ourselves. We didn't do well in the second half, we weren't good enough to win the game. The team did not deserve this defeat, it's a shame.",tie,dominant win
1135,"We are very satisfied with the result. We played a very good first half with a good grip and good defensive behavior. It is very, very good for my team.",tie,dominant win
1136,We did well in the first half and had access. In the second half we were lucky with one or two lucky opportunities.,tie,dominant win
